Label,Filename
Doc1,artificial_intelligence.txt
Doc2,blockchain.txt
Doc3,climate_change.txt
Doc4,crispr_gene_editing.txt
Doc5,machine_learning.txt
Doc6,quantum_computing.txt
Doc7,renewable_energy.txt
Doc8,space_exploration.txt
